1 204
1 1063
1 503
1 857
1 3123
1 3346
1 1569
1 438
1 1486
1 1998
1 47
1 1955
1 875
1 2892
1 1495
1 2925
1 1080
1 3363
1 2625
1 2304
1 1516
1 3882
2 288
2 3759
2 1276
2 1446
2 2136
2 3855
2 176
2 540
2 1152
2 1179
2 3851
2 3862
2 3366
2 3610
2 1360
2 595
2 631
2 3974
2 1563
2 2171
2 210
2 52
2 1026
2 786
2 2025
2 3077
2 2821
2 192
2 1737
2 2652
2 1019
2 3817
2 975
2 1598
2 2913
2 1552
2 1005
2 2503
2 1223
3 1546
3 695
3 1770
3 1211
3 703
3 2416
3 3731
3 1065
3 597
3 2789
3 30
3 1183
3 1780
3 319
3 1731
3 1174
3 2698
3 3637
3 3766
3 2817
3 1245
3 3984
3 1762
3 124
3 1126
3 2769
3 1798
3 3119
3 482
3 3657
3 787
3 3446
3 2409
3 2384
3 477
3 1306
3 3676
3 3028
3 1105
3 3952
3 1297
3 1237
3 1854
3 1716
3 792
4 2360
4 1054
4 600
4 2310
4 3257
4 3908
4 4034
4 161
4 3837
4 3112
4 3279
4 225
4 1482
4 3352
4 2909
4 38
4 2200
4 860
4 1279
4 2886
4 3586
4 2986
4 1907
4 878
4 3846
4 4014
4 3579
4 2907
4 1727
4 3293
4 2824
4 3743
4 3098
4 1392
4 2153
4 3313
4 1894
4 3877
4 1151
4 2772
4 3049
4 81
4 755
4 3847
4 640
4 3568
4 3818
4 2512
4 1559
4 212
4 1870
4 3362
4 565
4 3812
4 2497
5 2036
5 1366
5 2478
5 3864
5 3172
5 349
5 2527
5 1736
5 2282
5 3649
5 1569
5 1998
6 50
6 2951
6 2605
6 249
6 364
6 635
6 2928
6 625
6 101
6 3706
6 1273
6 2107
6 3464
6 894
6 3256
6 2891
6 2964
6 3671
6 3237
6 234
6 3806
6 1345
6 441
6 1257
6 846
6 73
6 715
6 1877
6 672
6 387
6 77
6 2656
6 3339
6 1858
6 1560
6 1158
6 2441
6 2880
6 671
6 1003
6 1845
6 129
6 1604
6 2572
6 1782
6 2931
6 1787
6 3554
6 3096
6 678
6 929
6 2284
7 2829
7 172
7 84
7 2337
7 1189
7 691
7 216
7 1258
7 2842
7 91
7 2486
7 3627
7 723
7 3492
7 1971
7 2113
7 1241
7 3497
7 305
7 2359
7 2379
7 4002
7 1318
7 2767
7 3843
7 1991
7 2823
7 1837
7 1013
7 1842
7 1642
7 949
7 117
7 648
8 1046
