1 2721
1 1567
1 2014
1 3797
1 1726
1 4010
1 2638
1 2818
1 1587
1 4029
1 2876
1 1460
1 2697
1 2362
1 72
1 158
1 2414
1 2454
1 2038
1 624
1 1266
1 1921
1 84
1 2772
1 818
1 3705
1 811
1 1076
1 3243
1 3576
1 2032
1 1879
1 1565
1 2788
1 960
1 2871
1 3501
1 2600
1 1321
1 191
1 1540
1 897
1 1493
1 2571
1 1072
1 3230
1 2793
1 694
1 107
1 848
1 2737
1 3970
1 3713
1 2322
1 2478
1 2459
1 2094
1 2225
1 3473
1 3998
1 2190
1 1629
1 3639
1 3372
1 2624
1 3117
1 56
1 2365
1 2599
1 1507
1 1510
1 1675
1 1761
1 3441
1 3568
1 631
1 4025
1 1737
1 3048
1 3244
1 1553
1 2837
1 3932
1 828
1 3157
1 3548
1 3926
1 279
1 617
1 1994
1 500
1 3543
1 3355
1 3899
1 2814
2 394
2 1617
2 924
2 445
2 139
2 1781
2 3493
2 2412
2 2969
2 4031
2 122
2 2375
2 740
2 2654
2 3121
2 3424
2 3396
2 873
2 2858
2 3271
2 2881
2 3484
2 3429
2 2349
2 1713
2 473
2 3589
2 2890
2 216
2 3326
2 2585
2 528
2 2838
2 853
2 2043
2 163
2 3055
2 3465
2 1379
2 2103
2 2988
2 3150
2 3900
2 829
2 290
2 785
2 1586
2 603
2 3196
2 2173
2 3515
2 2185
2 1010
2 12
2 1004
2 1043
2 1131
2 241
2 3056
2 2304
2 2894
2 743
2 369
2 3777
2 365
2 2542
2 999
2 2637
2 3156
2 65
2 1550
2 1282
2 53
2 647
2 2456
2 2709
2 2992
2 2135
2 1501
2 2937
2 3867
2 2564
2 3478
2 3053
2 3591
2 2595
2 904
2 326
2 531
2 2620
2 644
2 1887
2 3373
2 2522
2 1692
2 3908
2 3163
2 2021
2 252
2 3670
2 1369
2 2956
2 3073
2 3346
2 3366
2 2309
2 2153
2 1163
2 3226
2 3376
2 611
2 3752
2 175
2 3293
2 1643
2 2507
2 493
2 1631
2 3623
2 1732
2 2194
2 3968
2 382
2 1154
2 1928
2 2023
2 869
3 825
3 2572
3 2760
3 2182
3 3405
3 3205
3 1292
3 540
3 3870
3 1006
3 1899
3 2121
3 1875
3 2488
3 3633
3 444
3 892
3 85
3 527
3 3578
3 2669
3 1278
3 2450
3 259
3 1429
3 4004
3 3168
3 1174
3 3747
3 1679
3 1139
3 1853
3 2743
3 2489
3 3146
3 1932
3 236
3 2262
3 1425
3 2618
3 3255
3 2801
3 3941
3 1451
3 2486
3 1810
3 907
3 3781
3 499
3 1774
3 2568
3 101
3 3796
3 3474
3 44
3 885
3 1405
3 1314
3 944
3 3701
4 3559
4 3432
4 2920
4 1733
4 307
4 2816
4 2418
4 3772
5 2730
5 3024
5 2031
5 1491
5 3370
5 170
5 263
5 273
5 695
5 486
5 920
5 417
5 3430
5 1880
5 1947
5 94
5 835
5 799
5 2526
5 3721
5 2266
5 3876
5 1234
5 3955
5 1394
5 3918
5 368
5 474
5 4017
5 3152
5 3078
5 2514
5 1952
5 2327
5 2314
5 437
5 3087
5 791
5 1192
5 3421
5 3550
5 905
5 636
6 1790
6 3910
6 3423
6 19
6 3601
6 1213
6 1514
6 734
6 3509
6 2603
6 278
6 3687
6 1988
6 2156
7 3190
7 944
7 3869
7 2234
7 1853
7 1139
7 1538
7 1654
7 320
7 2164
7 1049
7 3707
7 2091
7 648
7 1634
7 130
7 1412
7 1532
7 1383
7 2408
7 1156
7 3099
7 3811
7 2510
7 2210
7 1504
7 2928
7 3101
7 3221
7 3945
7 1850
7 4012
7 3005
7 1651
7 3467
7 1371
7 2938
7 3999
7 3948
7 3000
7 544
7 1937
7 2602
7 3344
8 981
8 2078
8 1209
8 612
8 1633
8 3159
8 3743
8 1125
8 183
8 2963
8 3408
8 2664
8 2089
8 3901
8 634
8 1330
8 3254
8 1411
8 3388
8 1031
8 1958
8 3392
8 3745
8 3736
8 1048
8 1022
8 2700
8 1926
8 2832
8 2353
8 1718
8 1837
8 2460
8 2343
8 2346
8 750
8 2436
8 3859
8 1712
8 3032
8 3893
8 604
8 3248
8 1664
8 1984
8 1872
8 2229
8 451
8 1794
8 1326
8 2133
8 972
8 1907
8 759
8 2830
8 4005
8 3532
8 3630
8 3111
8 1190
8 2933
8 3883
8 2270
8 392
8 3047
8 3845
8 3504
8 535
8 3175
8 3464
8 2826
8 3497
8 2102
8 3613
8 1876
8 1541
8 2324
8 536
8 3819
8 2942
9 1227
9 901
9 2127
9 1518
9 726
9 3603
9 2490
9 2639
9 3065
9 3842
9 1690
9 1691
9 1829
9 108
9 2614
9 1588
9 1318
9 2018
9 2781
9 2276
9 3054
9 3569
9 1477
9 2945
9 277
9 2337
9 2878
9 3978
9 302
9 1594
9 471
9 3551
9 859
9 406
9 2787
9 3646
9 1075
9 1846
9 2931
9 3919
9 3407
9 1938
9 2482
9 1626
9 2493
9 311
9 148
9 3116
9 2244
9 3462
9 583
9 1584
9 1345
9 1014
9 1390
9 2438
9 3075
9 2769
9 1696
9 1089
9 21
9 2013
9 640
9 394
9 3620
9 1617
9 924
9 2827
9 810
9 377
9 2780
9 2404
9 889
9 3399
9 445
9 1608
9 3674
9 2218
9 318
9 139
9 1781
9 3877
9 1496
9 3493
9 1871
9 2412
9 3319
9 3889
9 2675
9 3835
9 2969
9 1523
9 3898
9 4031
9 3128
9 2232
9 161
9 666
9 3529
9 2714
9 1585
9 122
9 4009
9 2315
9 3424
9 1379
9 3589
9 3121
9 854
9 3031
9 3515
9 3524
9 2349
9 3271
9 3465
9 753
9 2173
9 3056
9 2858
9 1489
9 163
9 1713
9 3396
9 3196
9 1939
9 2185
9 2585
9 829
9 2654
9 290
9 369
9 2304
9 2838
9 2881
9 1010
9 785
9 2360
9 2043
9 3484
9 3055
9 216
9 3900
9 1131
10 3813
10 1060
10 2785
10 2245
10 937
10 1065
10 1207
10 3499
10 1745
10 3431
10 3200
10 2389
10 2037
10 3298
10 1253
10 2093
10 1787
10 3913
10 2426
10 2884
10 1580
10 3090
10 1340
10 1559
10 1208
10 3590
10 3802
10 2115
10 2256
10 584
10 3645
10 3161
10 778
10 3911
10 713
10 3044
10 1336
10 3676
10 2584
10 2079
10 3123
10 4024
10 2289
10 3855
10 2608
10 3122
10 957
10 3158
10 513
10 2533
10 3758
10 2073
10 1562
10 153
10 2386
10 3943
10 208
10 463
10 3831
10 3189
10 2825
10 2075
10 1511
11 2041
11 68
11 975
11 67
11 2726
11 950
11 2260
11 1874
11 3285
11 1403
11 3737
11 4030
11 2901
11 3328
11 2128
11 3574
11 1187
11 2941
11 560
11 2269
11 145
